Date,Open,High,Low,Close,Adj Close,Volume
2018-11-14,13.200000,13.340000,13.100000,13.160000,13.160000,12335258
2018-11-15,13.280000,13.340000,12.800000,13.060000,13.060000,34068658
2018-11-16,13.100000,13.200000,12.800000,12.940000,12.940000,20361231
2018-11-19,13.000000,13.700000,12.960000,13.600000,13.600000,49897906
2018-11-20,13.660000,14.800000,13.340000,14.740000,14.740000,158416525
2018-11-21,14.500000,15.160000,14.300000,14.840000,14.840000,78620564
2018-11-22,14.960000,15.000000,14.260000,14.320000,14.320000,34210705
2018-11-23,14.320000,14.440000,14.080000,14.440000,14.440000,30412700
2018-11-26,14.500000,14.560000,14.180000,14.300000,14.300000,23313991
2018-11-27,14.220000,14.380000,13.740000,13.820000,13.820000,38513213
2018-11-28,13.940000,14.640000,13.940000,14.500000,14.500000,52406420
2018-11-29,14.700000,14.860000,14.040000,14.200000,14.200000,39356934
2018-11-30,14.300000,14.400000,14.160000,14.280000,14.280000,21143591
2018-12-03,14.800000,14.980000,14.720000,14.860000,14.860000,44197080
2018-12-04,14.940000,14.940000,14.420000,14.640000,14.640000,32211993
2018-12-05,14.380000,14.380000,14.140000,14.300000,14.300000,38493584
2018-12-06,14.100000,14.180000,13.800000,14.000000,14.000000,33335368
2018-12-07,13.960000,14.040000,13.020000,13.640000,13.640000,44991040
2018-12-10,13.500000,13.500000,13.160000,13.280000,13.280000,21474200
2018-12-11,13.260000,13.500000,13.200000,13.380000,13.380000,12935341
2018-12-12,13.500000,13.720000,13.440000,13.520000,13.520000,19134630
2018-12-13,13.700000,13.820000,13.500000,13.760000,13.760000,12363996
2018-12-14,13.780000,13.780000,13.480000,13.540000,13.540000,12573551
2018-12-17,13.540000,13.620000,13.300000,13.520000,13.520000,9441591
2018-12-18,13.360000,13.480000,13.020000,13.260000,13.260000,22061077
2018-12-19,13.200000,13.320000,13.100000,13.260000,13.260000,12041587
2018-12-20,13.140000,13.180000,12.700000,13.080000,13.080000,32211712
2018-12-21,12.900000,13.680000,12.680000,13.680000,13.680000,49668836
2018-12-24,13.420000,13.420000,13.040000,13.160000,13.160000,10519067
2018-12-27,13.160000,13.300000,12.860000,12.920000,12.920000,16268154
2018-12-28,13.000000,13.160000,12.840000,12.940000,12.940000,18540002
2018-12-31,13.100000,13.100000,12.840000,12.920000,12.920000,11246279
2019-01-02,12.980000,12.980000,12.180000,12.200000,12.200000,32515761
2019-01-03,12.280000,12.320000,11.760000,11.760000,11.760000,38910146
2019-01-04,11.660000,12.040000,11.500000,11.960000,11.960000,25943844
2019-01-07,12.320000,12.380000,11.960000,12.000000,12.000000,28376962
2019-01-08,12.160000,12.160000,11.060000,11.100000,11.100000,91106400
2019-01-09,10.500000,11.100000,10.340000,10.340000,10.340000,240922422
2019-01-10,9.630000,10.040000,9.440000,9.970000,9.970000,376414318
2019-01-11,10.180000,10.520000,10.000000,10.340000,10.340000,126655283
2019-01-14,10.420000,10.480000,10.000000,10.020000,10.020000,54264395
2019-01-15,10.060000,10.160000,9.830000,9.960000,9.960000,82269650
2019-01-16,9.700000,9.940000,9.590000,9.700000,9.700000,367223812
2019-01-17,9.810000,9.950000,9.670000,9.740000,9.740000,81046985
2019-01-18,9.970000,10.240000,9.890000,10.160000,10.160000,139896858
2019-01-21,10.220000,10.480000,10.220000,10.300000,10.300000,86294625
2019-01-22,10.380000,10.400000,9.920000,10.000000,10.000000,59735038
2019-01-23,9.930000,10.020000,9.890000,9.970000,9.970000,37825844
2019-01-24,10.000000,10.120000,9.920000,10.000000,10.000000,41246163
2019-01-25,10.040000,10.260000,10.020000,10.100000,10.100000,64613994
2019-01-28,10.200000,10.220000,9.940000,10.020000,10.020000,44290538
2019-01-29,9.920000,9.990000,9.860000,9.910000,9.910000,33530991
2019-01-30,9.900000,9.950000,9.840000,9.840000,9.840000,32802193
2019-01-31,9.950000,9.980000,9.820000,9.840000,9.840000,50076676
2019-02-01,9.900000,10.440000,9.870000,10.440000,10.440000,127579302
2019-02-04,10.460000,10.500000,10.280000,10.360000,10.360000,49681936
2019-02-08,10.300000,10.320000,10.000000,10.260000,10.260000,57644100
2019-02-11,10.340000,10.900000,10.220000,10.700000,10.700000,140732181
2019-02-12,10.940000,11.100000,10.540000,10.600000,10.600000,117906288
2019-02-13,10.720000,11.420000,10.600000,11.380000,11.380000,156224007
2019-02-14,11.360000,11.560000,11.200000,11.520000,11.520000,108811783
2019-02-15,11.420000,11.460000,11.080000,11.140000,11.140000,82217458
2019-02-18,11.380000,11.500000,11.200000,11.220000,11.220000,63590558
2019-02-19,11.100000,11.160000,10.620000,10.800000,10.800000,129955818
2019-02-20,10.920000,11.000000,10.660000,10.840000,10.840000,96070124
2019-02-21,10.980000,11.520000,10.940000,11.380000,11.380000,152831181
2019-02-22,11.300000,11.920000,11.240000,11.920000,11.920000,157362545
2019-02-25,12.080000,12.480000,12.060000,12.240000,12.240000,198022442
2019-02-26,12.260000,12.480000,12.100000,12.200000,12.200000,113627050
2019-02-27,12.320000,12.420000,11.840000,12.140000,12.140000,97009637
2019-02-28,12.180000,12.180000,11.760000,11.960000,11.960000,259790013
2019-03-01,11.820000,12.000000,11.600000,11.880000,11.880000,130688112
2019-03-04,11.960000,12.100000,11.780000,11.960000,11.960000,149188886
2019-03-05,11.900000,12.500000,11.840000,12.500000,12.500000,135780670
2019-03-06,12.480000,12.680000,12.260000,12.360000,12.360000,120362729
2019-03-07,12.420000,12.480000,12.040000,12.040000,12.040000,73888741
2019-03-08,12.000000,12.060000,11.720000,11.740000,11.740000,74822349
2019-03-11,11.660000,11.980000,11.660000,11.900000,11.900000,72177601
2019-03-12,12.000000,12.380000,11.980000,12.200000,12.200000,88446667
2019-03-13,12.260000,12.360000,11.900000,11.960000,11.960000,88108145
2019-03-14,12.040000,12.040000,11.500000,11.640000,11.640000,101368214
2019-03-15,11.760000,11.880000,11.520000,11.580000,11.580000,322239056
2019-03-18,11.700000,12.080000,11.560000,11.900000,11.900000,119684388
2019-03-19,11.940000,12.260000,11.900000,12.200000,12.200000,105074461
2019-03-20,12.300000,12.300000,11.520000,11.640000,11.640000,202994583
2019-03-21,11.640000,11.660000,11.280000,11.280000,11.280000,103304274
2019-03-22,11.340000,11.500000,11.140000,11.280000,11.280000,80725171
2019-03-25,11.100000,11.140000,10.880000,10.900000,10.900000,80204573
2019-03-26,11.100000,11.200000,11.000000,11.100000,11.100000,38786770
2019-03-27,11.180000,11.320000,11.100000,11.300000,11.300000,37818664
2019-03-28,11.200000,11.200000,11.060000,11.180000,11.180000,26475986
2019-03-29,11.260000,11.380000,11.180000,11.380000,11.380000,47718441
2019-04-01,11.500000,11.500000,11.320000,11.360000,11.360000,50751587
2019-04-02,11.400000,11.460000,11.200000,11.240000,11.240000,35804625
2019-04-03,11.400000,11.940000,11.200000,11.920000,11.920000,114684905
2019-04-04,11.860000,11.900000,11.660000,11.840000,11.840000,67047248
2019-04-08,11.900000,11.960000,11.500000,11.760000,11.760000,52740551
2019-04-09,11.720000,11.800000,11.500000,11.720000,11.720000,46794828
2019-04-10,11.600000,11.900000,11.420000,11.840000,11.840000,58170697
2019-04-11,11.780000,11.840000,11.520000,11.540000,11.540000,42504774
2019-04-12,11.600000,11.680000,11.420000,11.620000,11.620000,29893511
2019-04-15,11.680000,12.000000,11.640000,11.640000,11.640000,61263409
2019-04-16,11.640000,11.800000,11.440000,11.760000,11.760000,37491683
2019-04-17,11.860000,11.880000,11.700000,11.820000,11.820000,37994138
2019-04-18,11.860000,11.940000,11.620000,11.700000,11.700000,48797058
2019-04-23,11.860000,12.220000,11.740000,12.200000,12.200000,191912515
2019-04-24,12.260000,12.460000,12.140000,12.360000,12.360000,136598895
2019-04-25,12.360000,12.360000,11.960000,11.980000,11.980000,87868020
2019-04-26,12.000000,12.240000,11.940000,12.020000,12.020000,60311103
2019-04-29,12.100000,12.100000,11.740000,11.980000,11.980000,82380942
2019-04-30,12.020000,12.120000,11.840000,12.020000,12.020000,52680483
2019-05-02,11.800000,11.920000,11.580000,11.620000,11.620000,58815949
2019-05-03,11.720000,11.940000,11.660000,11.800000,11.800000,36641129
2019-05-06,11.500000,11.540000,10.780000,11.000000,11.000000,143992147
2019-05-07,11.000000,11.020000,10.580000,10.840000,10.840000,103147643
2019-05-08,10.600000,10.740000,10.440000,10.580000,10.580000,77101167
2019-05-09,10.720000,10.720000,10.420000,10.460000,10.460000,57447536
2019-05-10,10.680000,10.780000,10.420000,10.640000,10.640000,49391863
2019-05-14,10.260000,10.320000,10.060000,10.120000,10.120000,93843860
2019-05-15,10.380000,10.740000,10.260000,10.480000,10.480000,67013283
2019-05-16,10.700000,10.700000,10.280000,10.300000,10.300000,44951125
2019-05-17,10.280000,10.360000,10.080000,10.160000,10.160000,52691189
2019-05-20,10.040000,10.500000,9.810000,9.890000,9.890000,107718541
2019-05-21,10.260000,10.280000,9.840000,9.870000,9.870000,134056987
2019-05-22,10.000000,10.340000,9.980000,10.100000,10.100000,86195202
2019-05-23,10.060000,10.100000,9.700000,9.800000,9.800000,76024033
2019-05-24,9.800000,9.900000,9.620000,9.770000,9.770000,52677791
2019-05-27,9.800000,9.820000,9.570000,9.660000,9.660000,62738041
2019-05-28,9.700000,10.040000,9.670000,9.950000,9.950000,62252358
2019-05-29,9.840000,9.940000,9.800000,9.920000,9.920000,29019956
2019-05-30,9.860000,9.950000,9.720000,9.740000,9.740000,52635534
2019-05-31,9.740000,9.810000,9.570000,9.580000,9.580000,33964811
2019-06-03,9.590000,9.660000,8.920000,9.090000,9.090000,176504084
2019-06-04,9.100000,9.190000,8.910000,9.020000,9.020000,78946868
2019-06-05,9.290000,9.330000,9.120000,9.220000,9.220000,83885940
2019-06-06,9.250000,9.260000,9.000000,9.210000,9.210000,70373449
2019-06-10,9.290000,9.540000,9.210000,9.530000,9.530000,63925563
2019-06-11,9.580000,9.880000,9.540000,9.750000,9.750000,72498312
2019-06-12,9.700000,9.750000,9.380000,9.540000,9.540000,75843668
2019-06-13,9.630000,9.660000,9.340000,9.660000,9.660000,50674208
2019-06-14,9.600000,9.660000,9.470000,9.550000,9.550000,44403147
2019-06-17,9.600000,9.700000,9.480000,9.580000,9.580000,49717577
2019-06-18,9.580000,9.640000,9.480000,9.590000,9.590000,36926547
2019-06-19,9.830000,9.980000,9.720000,9.800000,9.800000,60624774
2019-06-20,9.840000,10.000000,9.730000,9.930000,9.930000,82850123
2019-06-21,9.980000,9.990000,9.760000,9.800000,9.800000,67682612
2019-06-24,9.850000,10.040000,9.810000,9.950000,9.950000,72849695
2019-06-25,9.940000,9.940000,9.630000,9.770000,9.770000,50239668
2019-06-26,9.700000,9.850000,9.680000,9.800000,9.800000,30465836
2019-06-27,9.830000,10.000000,9.770000,10.000000,10.000000,69511695
2019-06-28,10.000000,10.380000,9.940000,10.000000,10.000000,128683132
2019-07-02,10.300000,10.320000,9.940000,9.990000,9.990000,136432655
2019-07-03,10.000000,10.020000,9.650000,9.760000,9.760000,107536892
2019-07-04,9.790000,9.860000,9.720000,9.780000,9.780000,48221001
2019-07-05,9.800000,9.970000,9.750000,9.950000,9.950000,59181568
2019-07-08,9.820000,9.850000,9.550000,9.610000,9.610000,105975221
2019-07-09,9.530000,9.580000,9.270000,9.500000,9.500000,99820916
2019-07-10,9.560000,9.630000,9.370000,9.590000,9.590000,65241428
2019-07-11,9.600000,9.690000,9.480000,9.490000,9.490000,68189443
2019-07-12,9.680000,9.680000,9.430000,9.440000,9.440000,74271930
2019-07-15,9.450000,9.450000,9.280000,9.360000,9.360000,71694860
2019-07-16,9.400000,9.450000,9.280000,9.300000,9.300000,88195771
2019-07-17,9.260000,9.280000,9.100000,9.110000,9.110000,83593324
2019-07-18,9.080000,9.080000,8.990000,9.000000,9.000000,84684758
2019-07-19,9.000000,9.200000,9.000000,9.110000,9.110000,59402001
2019-07-22,9.030000,9.060000,8.920000,8.950000,8.950000,64653681
2019-07-23,8.970000,9.160000,8.970000,9.070000,9.070000,40208040
2019-07-24,9.150000,9.240000,9.100000,9.100000,9.100000,60603951
2019-07-25,9.160000,9.260000,9.140000,9.220000,9.220000,60869873
2019-07-26,9.190000,9.190000,9.070000,9.120000,9.120000,36603581
2019-07-29,9.110000,9.130000,8.980000,9.070000,9.070000,35236909
2019-07-30,9.100000,9.150000,8.990000,9.020000,9.020000,25925922
2019-07-31,9.000000,9.100000,8.980000,9.050000,9.050000,23016132
2019-08-01,9.020000,9.040000,8.970000,9.020000,9.020000,41720986
2019-08-02,8.880000,8.930000,8.790000,8.800000,8.800000,69130459
2019-08-05,8.800000,9.250000,8.790000,8.920000,8.920000,101547478
2019-08-06,8.800000,8.800000,8.370000,8.660000,8.660000,92542291
2019-08-07,8.700000,8.790000,8.500000,8.650000,8.650000,69432818
2019-08-08,8.980000,9.040000,8.730000,8.910000,8.910000,112333802
2019-08-09,9.000000,9.110000,8.940000,8.940000,8.940000,88624879
2019-08-12,9.000000,9.020000,8.920000,8.950000,8.950000,31415667
2019-08-13,8.850000,9.000000,8.790000,8.820000,8.820000,40827015
2019-08-14,9.000000,9.090000,8.890000,9.000000,9.000000,85573563
2019-08-15,8.800000,8.880000,8.660000,8.810000,8.810000,101629287
2019-08-16,8.800000,9.060000,8.700000,8.920000,8.920000,77069016
2019-08-19,9.000000,9.210000,8.970000,9.140000,9.140000,91239877
2019-08-20,9.200000,9.550000,9.140000,9.430000,9.430000,144494213
2019-08-21,9.500000,9.630000,8.810000,8.960000,8.960000,271630931
2019-08-22,9.000000,9.030000,8.850000,8.870000,8.870000,62258691
2019-08-23,8.870000,9.000000,8.810000,8.960000,8.960000,55416927
2019-08-26,8.700000,8.720000,8.530000,8.700000,8.700000,93905693
2019-08-27,8.760000,8.810000,8.600000,8.790000,8.790000,267786398
2019-08-28,8.700000,8.910000,8.640000,8.820000,8.820000,148059208
2019-08-29,8.880000,8.880000,8.460000,8.530000,8.530000,99376257
2019-08-30,8.660000,8.670000,8.500000,8.530000,8.530000,62219585
2019-09-02,8.530000,8.540000,8.280000,8.350000,8.350000,88123456
2019-09-03,8.660000,8.920000,8.640000,8.700000,8.700000,182722264
2019-09-04,8.700000,8.760000,8.590000,8.650000,8.650000,162933968
2019-09-05,8.650000,8.980000,8.640000,8.940000,8.940000,83905736
2019-09-06,8.970000,9.180000,8.940000,9.080000,9.080000,123023585
2019-09-09,9.140000,9.150000,9.030000,9.130000,9.130000,63635189
2019-09-10,9.170000,9.290000,9.070000,9.220000,9.220000,77590668
2019-09-11,9.250000,9.270000,9.110000,9.270000,9.270000,75239701
2019-09-12,9.260000,9.490000,9.180000,9.400000,9.400000,90123971
2019-09-13,9.400000,9.490000,9.310000,9.480000,9.480000,53491068
2019-09-16,9.460000,9.460000,9.250000,9.340000,9.340000,46137027
2019-09-17,9.340000,9.340000,9.000000,9.070000,9.070000,84136724
2019-09-18,9.110000,9.260000,9.070000,9.150000,9.150000,50554416
2019-09-19,9.190000,9.210000,9.070000,9.140000,9.140000,51150472
2019-09-20,9.190000,9.320000,9.160000,9.250000,9.250000,82893218
2019-09-23,9.300000,9.500000,9.240000,9.320000,9.320000,81552912
2019-09-24,9.340000,9.380000,9.210000,9.320000,9.320000,57713290
2019-09-25,9.280000,9.280000,8.820000,8.910000,8.910000,137591100
2019-09-26,9.000000,9.040000,8.810000,8.890000,8.890000,56616110
2019-09-27,8.830000,8.850000,8.700000,8.700000,8.700000,66666900
2019-09-30,8.700000,8.800000,8.620000,8.800000,8.800000,77374620
2019-10-02,8.830000,8.860000,8.730000,8.750000,8.750000,37139100
2019-10-03,8.740000,8.900000,8.710000,8.900000,8.900000,33317530
2019-10-04,8.880000,9.020000,8.830000,8.950000,8.950000,47256260
2019-10-08,8.850000,8.950000,8.740000,8.790000,8.790000,59036570
2019-10-09,8.770000,8.780000,8.630000,8.670000,8.670000,33659930
2019-10-10,8.720000,8.870000,8.670000,8.800000,8.800000,33262800
2019-10-11,8.820000,9.090000,8.810000,8.880000,8.880000,56246290
2019-10-14,9.000000,9.050000,8.880000,8.930000,8.930000,44548970
2019-10-15,8.930000,8.940000,8.770000,8.820000,8.820000,27352000
2019-10-16,8.800000,8.950000,8.580000,8.640000,8.640000,84718130
2019-10-17,8.530000,8.660000,8.520000,8.640000,8.640000,45955450
2019-10-18,8.580000,8.620000,8.520000,8.550000,8.550000,51110510
2019-10-21,8.890000,9.130000,8.850000,8.980000,8.980000,228778600
2019-10-22,8.950000,8.990000,8.730000,8.850000,8.850000,125667200
2019-10-23,8.870000,9.000000,8.820000,8.990000,8.990000,97747820
2019-10-24,8.990000,9.080000,8.880000,9.040000,9.040000,135745000
2019-10-25,9.040000,9.120000,8.960000,9.060000,9.060000,133395900
2019-10-28,9.300000,9.480000,9.150000,9.190000,9.190000,226791400
2019-10-29,9.190000,9.250000,8.820000,8.860000,8.860000,136425200
2019-10-30,8.930000,8.930000,8.720000,8.790000,8.790000,70443240
2019-10-31,8.730000,8.940000,8.720000,8.900000,8.900000,77794780
2019-11-01,8.850000,8.970000,8.770000,8.960000,8.960000,64201980
2019-11-04,8.910000,9.100000,8.910000,9.030000,9.030000,108020100
2019-11-05,9.070000,9.070000,8.970000,9.030000,9.030000,75440680
2019-11-06,9.060000,9.070000,8.920000,8.940000,8.940000,64362510
2019-11-07,8.940000,8.960000,8.870000,8.930000,8.930000,56436360
2019-11-08,8.950000,8.980000,8.830000,8.840000,8.840000,42667260
2019-11-11,8.850000,8.850000,8.520000,8.540000,8.540000,120421100
2019-11-12,8.660000,8.710000,8.510000,8.690000,8.690000,66151140
2019-11-13,8.770000,8.770000,8.510000,8.550000,8.550000,88557830
2019-11-14,8.590000,8.620000,8.450000,8.480000,8.480000,64143310
2019-11-15,8.530000,8.550000,8.480000,8.510000,8.510000,39869150
2019-11-18,8.540000,8.560000,8.410000,8.470000,8.470000,68443940
2019-11-19,8.500000,8.600000,8.450000,8.560000,8.560000,73453570
2019-11-20,8.580000,8.610000,8.510000,8.550000,8.550000,46261230
2019-11-21,8.540000,8.540000,8.380000,8.400000,8.400000,64050210
2019-11-22,8.400000,8.440000,8.350000,8.390000,8.390000,67758010
2019-11-25,8.400000,8.620000,8.380000,8.600000,8.600000,68855730
2019-11-26,8.600000,8.730000,8.550000,8.620000,8.620000,83452020
2019-11-27,8.680000,8.750000,8.630000,8.730000,8.730000,73594600
2019-11-28,8.810000,9.160000,8.800000,8.890000,8.890000,264912200
2019-11-29,8.920000,9.010000,8.760000,8.950000,8.950000,158849700
2019-12-02,8.970000,9.020000,8.830000,8.930000,8.930000,107412600
2019-12-03,8.930000,9.050000,8.800000,9.010000,9.010000,147325600
2019-12-04,8.940000,9.160000,8.920000,9.000000,9.000000,134747900
2019-12-05,9.100000,9.100000,8.960000,9.070000,9.070000,100317100
2019-12-06,9.070000,9.350000,9.040000,9.340000,9.340000,227486500
2019-12-09,9.390000,9.480000,9.320000,9.320000,9.320000,146799700
2019-12-10,9.350000,9.380000,9.200000,9.210000,9.210000,102673200
2019-12-11,9.240000,10.000000,9.220000,9.990000,9.990000,431132200
2019-12-12,9.940000,10.120000,9.850000,9.930000,9.930000,268007800
2019-12-13,10.040000,10.480000,10.020000,10.400000,10.400000,377449800
2019-12-16,10.300000,10.740000,10.300000,10.520000,10.520000,262630700
2019-12-17,10.680000,10.880000,10.540000,10.680000,10.680000,201590800
2019-12-18,10.600000,10.660000,10.320000,10.500000,10.500000,189802700
2019-12-19,10.480000,10.500000,10.120000,10.360000,10.360000,159328400
2019-12-20,10.520000,10.520000,10.240000,10.340000,10.340000,117325500
2019-12-23,10.360000,10.380000,10.180000,10.240000,10.240000,97229090
2019-12-24,10.300000,10.580000,10.240000,10.560000,10.560000,114541100
2019-12-27,10.520000,10.920000,10.500000,10.800000,10.800000,200337500
2019-12-30,10.800000,10.880000,10.620000,10.640000,10.640000,136166500
2019-12-31,10.620000,10.840000,10.620000,10.780000,10.780000,67507460
2020-01-02,10.860000,11.220000,10.780000,11.220000,11.220000,248889400
2020-01-03,11.200000,11.440000,10.900000,10.900000,10.900000,219547100
2020-01-06,10.720000,11.180000,10.640000,10.980000,10.980000,179639900
2020-01-07,11.060000,11.300000,10.920000,11.000000,11.000000,171287400
2020-01-08,10.820000,11.280000,10.820000,11.080000,11.080000,189314400
2020-01-09,11.300000,11.500000,11.220000,11.500000,11.500000,186855200
2020-01-10,11.600000,11.620000,11.400000,11.420000,11.420000,151578400
2020-01-13,11.520000,11.900000,11.440000,11.900000,11.900000,161150600
2020-01-14,11.960000,12.040000,11.620000,11.680000,11.680000,248618000
2020-01-15,11.660000,12.260000,11.660000,12.260000,12.260000,248326000
2020-01-16,12.100000,12.380000,12.040000,12.220000,12.220000,223205700
2020-01-17,12.300000,13.460000,12.280000,13.240000,13.240000,436141700
2020-01-20,13.580000,13.940000,13.280000,13.300000,13.300000,306785900
2020-01-21,13.280000,13.280000,12.740000,12.760000,12.760000,283025200
2020-01-22,12.820000,14.000000,12.680000,13.900000,13.900000,309519500
2020-01-23,13.560000,13.720000,12.800000,13.280000,13.280000,313410100
2020-01-24,13.320000,13.680000,13.020000,13.340000,13.340000,114577100
2020-01-29,12.780000,13.180000,12.520000,12.600000,12.600000,305449600
2020-01-30,12.580000,12.740000,11.440000,11.760000,11.760000,349186500
2020-01-31,11.980000,12.180000,11.520000,11.520000,11.520000,223262900
