Date,Open,High,Low,Close,Adj Close,Volume
2017/5/2,11.86,11.96,10.82,11.28,11.28,30690300
2017/5/4,11.26,11.4,10.78,11,11,19185500
2017/5/5,10.98,11.12,10.7,11,11,15499000
2017/5/8,11.2,11.48,10.68,10.88,10.88,34195000
2017/5/9,10.96,11.06,10.48,10.68,10.68,40948500
2017/5/10,10.72,10.86,10.18,10.3,10.3,53050000
2017/5/11,10.38,10.46,10.06,10.16,10.16,27244500
2017/5/12,10.12,10.48,10.06,10.32,10.32,24227200
2017/5/15,10.5,10.5,10.18,10.36,10.36,24940700
2017/5/16,10.62,11,10.3,10.78,10.78,85142500
2017/5/17,10.42,10.46,9.7,9.8,9.8,87427300
2017/5/18,9.66,10.1,9.5,9.82,9.82,36024800
2017/5/19,9.82,9.88,9.63,9.7,9.7,14196000
2017/5/22,9.69,9.7,8.86,9,9,42146600
2017/5/23,8.9,9.27,8.88,8.99,8.99,14091950
2017/5/24,9.01,9.08,8.8,8.99,8.99,7148500
2017/5/25,8.99,9.08,8.9,8.94,8.94,5640500
2017/5/26,8.94,9,8.85,8.93,8.93,3850000
2017/5/29,8.89,9.18,8.8,9.08,9.08,7221000
2017/5/31,9.08,9.76,8.91,9.6,9.6,32936500
2017/6/1,9.74,9.92,9.39,9.6,9.6,28921000
2017/6/2,9.7,9.9,9.57,9.73,9.73,20464000
2017/6/5,9.73,9.92,9.65,9.75,9.75,9249900
2017/6/6,9.78,9.79,9.32,9.38,9.38,11161000
2017/6/7,9.2,9.6,9.09,9.37,9.37,10542200
2017/6/8,9.45,9.5,9.29,9.42,9.42,6577000
2017/6/9,9.37,9.51,9.15,9.15,9.15,8585100
2017/6/12,9.01,9.26,9,9.16,9.16,6149500
2017/6/13,9.21,9.36,9.18,9.25,9.25,5447000
2017/6/14,9.24,9.35,9.05,9.1,9.1,11972250
2017/6/15,8.9,8.9,8.3,8.5,8.5,205539009
2017/6/16,8.5,8.65,8.42,8.51,8.51,51359682
2017/6/19,8.55,8.61,8.36,8.42,8.42,18356600
2017/6/20,8.43,8.59,8.41,8.49,8.49,49864000
2017/6/21,8.32,8.57,8.32,8.5,8.5,15321500
2017/6/22,8.53,8.56,8.42,8.48,8.48,15540119
2017/6/23,8.48,8.7,8.39,8.61,8.61,30271825
2017/6/26,8.61,8.77,8.5,8.62,8.62,31441250
2017/6/27,8.61,8.74,8.28,8.38,8.38,58195037
2017/6/28,8.36,8.39,8.24,8.39,8.39,17257700
2017/6/29,8.41,8.6,8.41,8.43,8.43,29377299
2017/6/30,8.36,8.56,8.36,8.5,8.5,40046000
2017/7/3,8.41,8.9,8.41,8.73,8.73,55832770
2017/7/4,8.78,8.96,8.65,8.78,8.78,26036000
2017/7/5,8.83,9.35,8.78,9.28,9.28,83106083
2017/7/6,9.32,9.5,9.08,9.5,9.5,44642760
2017/7/7,9.52,11.1,9.51,11,11,152554500
2017/7/10,10.8,11.5,10.12,10.38,10.38,346286450
2017/7/11,10.42,10.46,9.75,9.88,9.88,76802587
2017/7/12,9.86,10.24,9.86,10.08,10.08,41264953
2017/7/13,10.3,10.98,10.24,10.48,10.48,85823400
2017/7/14,10.52,11.08,10.52,10.68,10.68,65434300
2017/7/17,10.74,10.96,10.3,10.64,10.64,33321200
2017/7/18,10.7,10.86,10.5,10.86,10.86,35579471
2017/7/19,10.94,11.04,10.7,10.86,10.86,29493671
2017/7/20,11.18,11.82,10.86,11.62,11.62,109740534
2017/7/21,11.7,12,11.4,11.6,11.6,113457700
2017/7/24,11.56,11.72,11.4,11.54,11.54,18146500
2017/7/25,11.54,11.6,10.82,11.02,11.02,37105000
2017/7/26,11.2,11.42,10.7,11.18,11.18,31984000
2017/7/27,11.32,11.34,10.92,10.98,10.98,20107800
2017/7/28,10.82,10.98,10.6,10.88,10.88,23533200
2017/7/31,10.82,11.16,10.72,11,11,19534500
2017/8/1,10.94,11.34,10.94,11.06,11.06,24155500
2017/8/2,11.04,11.18,10.94,11.06,11.06,14910130
2017/8/3,11.06,11.06,10.12,10.4,10.4,38699500
2017/8/4,10.5,11.12,10.5,11.06,11.06,52035000
2017/8/7,11.18,11.78,11.04,11.78,11.78,59932000
2017/8/8,11.8,12.26,11.5,12.24,12.24,85176300
2017/8/9,12.22,13.3,12.06,13.06,13.06,112611420
2017/8/10,13.2,13.54,12.4,13.2,13.2,130193820
2017/8/11,12.68,13.24,12.52,12.9,12.9,102307200
2017/8/14,13.06,13.52,13,13.26,13.26,61716002
2017/8/15,13.36,13.42,12.86,13.18,13.18,47317650
2017/8/16,13.12,13.26,12.84,12.96,12.96,37075000
2017/8/17,13.18,13.26,12.86,13.08,13.08,33514500
2017/8/18,12.96,13.26,12.8,12.84,12.84,32290500
2017/8/21,12.86,12.92,12.5,12.86,12.86,33030000
2017/8/22,12.88,13.14,12.8,12.96,12.96,29942003
2017/8/23,12.96,12.96,12.96,12.96,12.96,0
2017/8/24,12.96,13,12.52,12.98,12.98,32903700
2017/8/25,13.8,14,13.16,13.5,13.5,126615000
2017/8/28,13.12,13.18,12.08,12.3,12.3,132827528
2017/8/29,12.2,12.48,11.72,12.22,12.22,62481000
2017/8/30,12.22,12.42,12.12,12.28,12.28,22259100
2017/8/31,12.28,12.3,11.8,12.06,12.06,43314700
2017/9/1,12.04,12.24,12.02,12.08,12.08,18387000
2017/9/4,11.88,12.02,11.44,11.78,11.78,54574352
2017/9/5,11.76,11.92,11.62,11.72,11.72,20713000
2017/9/6,11.62,12.02,11.54,11.96,11.96,27803240
2017/9/7,12,12.12,11.72,11.82,11.82,17968500
2017/9/8,11.9,12.08,11.72,12.06,12.06,24794000
2017/9/11,12.08,12.16,11.88,12.08,12.08,16312150
2017/9/12,12.08,12.28,11.98,12.2,12.2,22031500
2017/9/13,12.28,12.46,12.06,12.3,12.3,28967500
2017/9/14,12.26,12.42,11.92,11.92,11.92,23706500
2017/9/15,11.9,12.1,11.78,12.02,12.02,50767031
2017/9/18,11.98,12.08,11.78,11.82,11.82,33755000
2017/9/19,11.9,11.94,11.7,11.9,11.9,10136223
2017/9/20,11.86,11.88,11.32,11.42,11.42,43359000
2017/9/21,11.4,11.52,11.24,11.46,11.46,20607109
2017/9/22,11.36,11.5,10.9,11.08,11.08,31001867
2017/9/25,11.06,11.06,10.76,10.98,10.98,28636328
2017/9/26,10.88,11.1,10.76,11,11,10490000
2017/9/27,11,11.1,10.84,11.06,11.06,12536000
2017/9/28,11.1,11.2,10.94,11.1,11.1,8272000
2017/9/29,11.12,11.14,10.94,11.1,11.1,8389500
2017/10/3,11.12,11.12,10.82,11,11,13816000
2017/10/4,10.96,11.1,10.72,10.88,10.88,8550500
2017/10/6,10.9,12.34,10.82,12.1,12.1,90528472
2017/10/9,12.16,12.28,11.66,11.88,11.88,27216000
2017/10/10,11.88,12.18,11.66,11.96,11.96,26803000
2017/10/11,11.92,12,11.66,11.68,11.68,16183426
2017/10/12,11.72,12.06,11.72,11.9,11.9,21445500
2017/10/13,11.88,12.2,11.8,12,12,18106000
2017/10/16,12,12,11.76,11.86,11.86,13374351
2017/10/17,11.86,11.96,11.7,11.76,11.76,7958852
2017/10/18,11.78,11.84,11.12,11.12,11.12,27584000
2017/10/19,11.22,11.84,11.14,11.5,11.5,37733696
2017/10/20,11.58,11.86,11.44,11.6,11.6,24074500
2017/10/23,11.6,11.8,11.54,11.66,11.66,10534500
2017/10/24,11.6,11.76,11.36,11.58,11.58,11804100
2017/10/25,11.6,11.6,11.28,11.5,11.5,9015000
2017/10/26,11.42,11.58,11.36,11.46,11.46,6107800
2017/10/27,11.46,11.52,11.18,11.3,11.3,9537000
2017/10/30,11.4,11.52,11.28,11.4,11.4,7832000
2017/10/31,11.4,11.6,11.32,11.5,11.5,6919000
2017/11/1,11.5,12.12,11.5,11.96,11.96,44903000
2017/11/2,11.9,12.48,11.84,12.06,12.06,56204500
2017/11/3,12.1,12.16,11.64,11.82,11.82,17032733
2017/11/6,11.8,11.84,11.34,11.78,11.78,13013400
2017/11/7,11.98,12.36,11.86,12,12,31283700
2017/11/8,12.08,12.38,12,12.22,12.22,36998559
2017/11/9,12.36,12.86,12.24,12.46,12.46,60532800
2017/11/10,12.34,12.68,12.2,12.28,12.28,22953684
2017/11/13,12.28,12.4,12.04,12.36,12.36,22236000
2017/11/14,12.7,12.76,12.36,12.4,12.4,37114000
2017/11/15,12.32,12.38,11.96,12.28,12.28,25601400
2017/11/16,11.64,11.84,11.24,11.3,11.3,65075087
2017/11/17,11.5,11.56,10.8,11.1,11.1,55637000
2017/11/20,11.12,11.36,11,11.16,11.16,22935187
2017/11/21,11.2,11.26,11.04,11.22,11.22,26986214
2017/11/22,11.26,11.32,11.06,11.22,11.22,14899900
2017/11/23,11.26,11.26,10.92,10.98,10.98,23840067
2017/11/24,11.04,11.24,10.96,11.18,11.18,24665000
2017/11/27,11.24,11.26,10.98,11.1,11.1,19007465
2017/11/28,11.12,11.12,10.48,10.9,10.9,28359050
2017/11/29,11,11.02,10.56,10.98,10.98,22556042
2017/11/30,10.9,11.32,10.66,11.32,11.32,103865977
2017/12/1,11.24,11.32,11.14,11.26,11.26,39030454
2017/12/4,11.26,11.26,10.96,11.08,11.08,9938410
2017/12/5,11.06,11.2,10.9,10.98,10.98,7728500
2017/12/6,11.02,11.02,10.38,10.46,10.46,18850720
2017/12/7,10.56,10.66,10.18,10.66,10.66,18212400
2017/12/8,10.66,10.78,10.54,10.76,10.76,7050440
2017/12/11,10.76,10.76,10.4,10.6,10.6,11862000
2017/12/12,10.6,10.72,10.38,10.46,10.46,8128500
2017/12/13,10.46,10.52,10.26,10.34,10.34,7320440
2017/12/14,10.44,10.48,10.3,10.46,10.46,7528000
2017/12/15,10.32,10.5,10.26,10.5,10.5,11503754
2017/12/18,10.42,10.48,10.16,10.22,10.22,10943852
2017/12/19,10.24,10.48,10.16,10.26,10.26,10054568
2017/12/20,10.26,10.26,10.04,10.22,10.22,11888928
2017/12/21,10.26,10.26,9.82,10.08,10.08,19000640
2017/12/22,10.32,10.48,10.2,10.38,10.38,19633776
2017/12/27,10.46,10.52,10.36,10.46,10.46,13161616
2017/12/28,10.46,10.86,10.4,10.86,10.86,25607100
2017/12/29,10.84,10.94,10.7,10.88,10.88,12279000
2018/1/2,10.92,11.08,10.8,11,11,18996000
2018/1/3,11.06,11.12,10.86,11,11,13655780
2018/1/4,11,11.08,10.86,11.08,11.08,13941100
2018/1/5,11.1,12.3,11.08,12.3,12.3,152174825
2018/1/8,12.5,12.58,11.82,12.2,12.2,41412500
2018/1/9,12.2,12.4,11.84,12.24,12.24,36303685
2018/1/10,12.36,12.74,12,12,12,49116178
2018/1/11,12.12,12.94,11.96,12.58,12.58,97529587
2018/1/12,12.7,12.94,12.46,12.72,12.72,47009042
2018/1/15,12.66,12.68,11.82,12,12,65261500
2018/1/16,12.1,12.3,11.84,12.1,12.1,20716300
2018/1/17,11.8,11.82,11.14,11.38,11.38,58292500
2018/1/18,11.46,11.56,11.3,11.4,11.4,21640934
2018/1/19,11.38,11.7,11.16,11.7,11.7,44346000
2018/1/22,11.66,11.98,11.46,11.96,11.96,28964500
2018/1/23,12.2,12.3,11.72,11.86,11.86,25960423
2018/1/24,11.8,11.8,11.46,11.48,11.48,12841840
2018/1/25,11.44,11.64,11.3,11.54,11.54,12916900
2018/1/26,11.6,11.8,11.34,11.46,11.46,21029649
2018/1/29,11.5,11.5,10.9,10.92,10.92,21754995
2018/1/30,10.88,11.26,10.88,11,11,18571227
2018/1/31,11.1,11.22,10.82,10.88,10.88,11221823
2018/2/1,10.98,11.08,10.7,10.8,10.8,11913758
2018/2/2,10.88,10.98,10.72,10.92,10.92,5995943
2018/2/5,10.5,10.74,10.3,10.6,10.6,23829246
2018/2/6,10.44,10.44,9.82,9.97,9.97,45607000
2018/2/7,10.34,10.36,9.86,9.95,9.95,19015120
2018/2/8,10.02,10.28,9.88,9.98,9.98,12087590
2018/2/9,9.7,9.71,8.71,8.96,8.96,59018600
2018/2/12,9.04,9.4,9.04,9.27,9.27,18136908
2018/2/13,9.33,9.89,9.33,9.6,9.6,17680408
2018/2/14,9.79,9.86,9.6,9.86,9.86,9461000
2018/2/15,9.96,10.2,9.89,9.97,9.97,9842133
2018/2/20,10,10.28,9.97,10.2,10.2,8239501
2018/2/21,10.22,10.4,10.1,10.36,10.36,8979600
2018/2/22,10.26,10.36,10,10.22,10.22,11761655
2018/2/23,10.28,10.3,10.12,10.3,10.3,6099500
2018/2/26,10.5,10.54,10.18,10.44,10.44,14393500
2018/2/27,10.5,10.66,10.16,10.28,10.28,14041234
2018/2/28,10.2,10.36,9.95,10.08,10.08,14544542
2018/3/1,9.99,10.18,9.9,10.16,10.16,11218500
2018/3/2,9.98,10.1,9.9,10.02,10.02,8011500
2018/3/5,10.06,10.1,9.84,9.9,9.9,7026000
2018/3/6,9.97,10.12,9.93,10.12,10.12,7086500
2018/3/7,10.02,10.22,9.93,10.12,10.12,5550100
2018/3/8,10.12,10.24,9.98,10.18,10.18,10048500
2018/3/9,10.16,10.44,10.1,10.32,10.32,17923400
2018/3/12,10.4,10.48,10.32,10.38,10.38,7979359
2018/3/13,10.36,10.38,10.1,10.3,10.3,9608954
2018/3/14,10.2,10.36,9.99,10.36,10.36,15763000
2018/3/15,10.24,10.24,10.08,10.18,10.18,7334585
2018/3/16,10.2,10.2,9.99,10,10,12090382
2018/3/19,10,10.06,9.94,9.99,9.99,4951562
2018/3/20,9.9,10.2,9.81,10.12,10.12,10384010
2018/3/21,10.16,10.16,9.92,10,10,8580000
2018/3/22,9.96,10,9.76,9.82,9.82,9641500
2018/3/23,9.37,9.5,9.09,9.44,9.44,14334290
2018/3/26,9.37,10.08,9.22,10.08,10.08,16038000
2018/3/27,10.3,10.3,9.54,9.65,9.65,24248394
2018/3/28,9.6,9.6,8.89,8.97,8.97,23729212
2018/3/29,9.03,9.18,8.78,8.99,8.99,15350102
2018/4/3,8.96,9.05,8.6,8.9,8.9,10907483
2018/4/4,8.9,9,8.71,8.79,8.79,4714261
2018/4/6,8.79,8.94,8.66,8.72,8.72,4007908
2018/4/9,8.7,8.9,8.52,8.83,8.83,9480710
2018/4/10,8.89,8.9,8.75,8.87,8.87,7019759
2018/4/11,8.89,9.03,8.74,8.8,8.8,10457220
2018/4/12,8.85,8.85,8.54,8.56,8.56,11942040
2018/4/13,8.65,8.73,8.54,8.65,8.65,10471800
2018/4/16,8.73,9.18,8.66,9.05,9.05,27246600
2018/4/17,9.13,9.15,8.8,8.88,8.88,10660016
2018/4/18,8.98,8.98,8.6,8.8,8.8,10672250
2018/4/19,8.86,8.89,8.72,8.76,8.76,7240250
2018/4/20,8.76,8.87,8.62,8.69,8.69,5148897
2018/4/23,8.69,8.76,8.4,8.46,8.46,8787204
2018/4/24,8.47,8.51,8.35,8.48,8.48,8242500
2018/4/25,8.45,8.45,8.1,8.23,8.23,16093500
2018/4/26,8.25,8.25,8,8.18,8.18,12081445
2018/4/27,8.27,8.37,8.07,8.33,8.33,10858000
2018/4/30,8.33,8.55,8.26,8.36,8.36,11419662
2018/5/2,8.36,8.49,8.28,8.38,8.38,5401000
2018/5/3,8.38,8.43,8.27,8.32,8.32,6278620
2018/5/4,8.39,8.39,8.2,8.23,8.23,4263069
2018/5/7,8.2,8.29,8.1,8.16,8.16,4486390
2018/5/8,8.2,8.26,8,8.16,8.16,11523750
2018/5/9,8.19,8.42,8.08,8.33,8.33,12201420
2018/5/10,8.33,8.43,8.3,8.39,8.39,8178380
2018/5/11,8.44,8.61,8.25,8.35,8.35,13160500
2018/5/14,8.39,8.42,8.26,8.36,8.36,10484363
2018/5/15,8.38,8.5,8.35,8.4,8.4,13732504
2018/5/16,8.4,8.44,8.35,8.4,8.4,5758718
2018/5/17,8.4,8.81,8.37,8.65,8.65,32364000
2018/5/18,8.57,8.86,8.47,8.5,8.5,16354823
2018/5/21,8.52,8.74,8.47,8.58,8.58,11735736
2018/5/23,8.59,8.67,8.34,8.38,8.38,11610683
2018/5/24,8.45,8.47,7.53,8.17,8.17,52320304
2018/5/25,8.1,8.39,7.95,8.24,8.24,28954500
2018/5/28,8.36,8.51,8.25,8.48,8.48,35233500
2018/5/29,8.48,8.8,8.47,8.6,8.6,31047759
2018/5/30,8.5,8.6,8.29,8.51,8.51,21568500
2018/5/31,8.65,8.65,8.31,8.31,8.31,44727115
2018/6/1,8.36,8.49,8.35,8.48,8.48,9646965
2018/6/4,8.36,8.36,8.08,8.35,8.35,21446000
2018/6/5,8.35,8.52,8.28,8.5,8.5,11706500
2018/6/6,8.5,8.55,8.19,8.2,8.2,16237638
2018/6/7,8.27,8.32,8.07,8.15,8.15,18401911
2018/6/8,8.13,8.22,8,8.15,8.15,14734632
2018/6/11,8.16,8.18,8.06,8.08,8.08,5679000
2018/6/12,8.07,8.14,7.88,7.95,7.95,13660161
2018/6/13,7.95,7.98,7.6,7.68,7.68,21580540
2018/6/14,7.71,7.75,7.46,7.52,7.52,13005500
2018/6/15,7.54,7.55,6.97,7.18,7.18,43792786
2018/6/19,7.15,7.15,6.68,6.99,6.99,47482612
2018/6/20,7.08,7.08,6.79,7,7,10310033
2018/6/21,7.07,7.07,6.7,6.8,6.8,10432750
2018/6/22,6.8,6.88,6.68,6.75,6.75,9721800
2018/6/25,6.76,6.78,6.25,6.54,6.54,23061500
2018/6/26,6.5,6.5,6.25,6.36,6.36,14647313
2018/6/27,6.4,6.57,6.22,6.26,6.26,12016772
2018/6/28,6.3,6.8,6.17,6.68,6.68,37162457
2018/6/29,6.65,6.97,6.65,6.85,6.85,15864500
2018/7/3,6.8,6.82,6.44,6.6,6.6,7737500
2018/7/4,6.6,6.65,6.32,6.37,6.37,4893051
2018/7/5,6.43,6.5,6.19,6.48,6.48,9978309
2018/7/6,6.48,6.5,6.24,6.29,6.29,5610045
2018/7/9,6.31,6.4,6.2,6.35,6.35,3985241
2018/7/10,6.39,6.53,6.27,6.31,6.31,8582782
2018/7/11,6.27,6.27,6,6.14,6.14,13564257
2018/7/12,6.17,6.5,6.1,6.43,6.43,16548725
2018/7/13,6.57,6.57,6.34,6.43,6.43,9197531
2018/7/16,6.48,6.48,6.16,6.36,6.36,6952500
2018/7/17,6.37,6.38,6.19,6.38,6.38,6677682
2018/7/18,6.38,6.46,6.27,6.4,6.4,5906988
2018/7/19,6.4,6.59,6.34,6.41,6.41,7213236
2018/7/20,6.45,6.45,6.31,6.36,6.36,3598046
2018/7/23,6.35,6.4,6.28,6.32,6.32,5226982
2018/7/24,6.35,6.55,6.32,6.4,6.4,9630000
2018/7/25,6.47,6.5,6.29,6.31,6.31,5609500
2018/7/26,6.33,6.39,6.18,6.23,6.23,4579500
2018/7/27,6.2,6.27,6.17,6.2,6.2,3460500
2018/7/30,6.2,6.23,6.01,6.12,6.12,6510000
2018/7/31,6.1,6.11,6,6.05,6.05,8447700
2018/8/1,6.01,6.15,5.98,6.06,6.06,7514500
2018/8/2,6.05,6.06,5.82,5.96,5.96,11325580
2018/8/3,5.96,5.98,5.74,5.95,5.95,10983500
2018/8/6,5.98,6.04,5.76,5.95,5.95,8222212
2018/8/7,5.94,5.99,5.84,5.94,5.94,3810500
2018/8/8,5.97,5.97,5.85,5.9,5.9,2513000
2018/8/9,5.96,6.05,5.89,5.99,5.99,6959865
2018/8/10,6,6,5.88,5.92,5.92,3190500
2018/8/13,5.83,5.85,5.64,5.78,5.78,5041000
2018/8/14,5.75,5.75,5.42,5.46,5.46,14082530
2018/8/15,5.49,5.49,4.88,4.98,4.98,15241170
2018/8/16,4.88,4.98,4.72,4.79,4.79,15346500
2018/8/17,4.8,4.84,4.5,4.56,4.56,8666500
2018/8/20,4.57,4.8,4.47,4.75,4.75,10830000
2018/8/21,4.7,4.87,4.7,4.82,4.82,8154905
2018/8/22,4.44,4.45,3.91,4.19,4.19,77973850
2018/8/23,4.19,4.36,4.02,4.34,4.34,26138430
2018/8/24,4.34,4.47,4.23,4.4,4.4,17573752
2018/8/27,4.4,4.45,3.98,4.02,4.02,22766000
2018/8/28,4.04,4.15,4.01,4.13,4.13,12640500
2018/8/29,4.19,4.19,4.06,4.14,4.14,10915500
2018/8/30,4.11,4.19,4.08,4.13,4.13,8683753
2018/8/31,4.09,4.25,4,4.25,4.25,16126246
2018/9/3,4.2,4.32,4.19,4.31,4.31,17013495
2018/9/4,4.3,4.59,4.23,4.53,4.53,30249355
2018/9/5,4.53,4.64,4.49,4.62,4.62,19254000
2018/9/6,4.61,4.72,4.53,4.63,4.63,14057914
2018/9/7,4.61,4.72,4.56,4.65,4.65,9915761
2018/9/10,4.7,4.7,4.57,4.65,4.65,6056500
2018/9/11,4.63,4.74,4.61,4.66,4.66,10016500
2018/9/12,4.65,4.82,4.54,4.8,4.8,19835400
2018/9/13,4.82,5.22,4.82,5.18,5.18,39168002
2018/9/14,5.2,5.24,5.08,5.21,5.21,13957476
2018/9/17,5.18,5.18,5.07,5.16,5.16,6120000
2018/9/18,5.11,5.32,5.11,5.29,5.29,13284134
2018/9/19,5.3,5.53,5.23,5.53,5.53,14692492
2018/9/20,5.5,5.6,5.42,5.57,5.57,10522062
2018/9/21,5.53,5.95,5.47,5.95,5.95,30834753
2018/9/24,5.9,6.25,5.85,6.14,6.14,15051658
2018/9/26,6.09,6.45,6.08,6.28,6.28,35374670
2018/9/27,6.24,6.24,5.67,5.72,5.72,31089651
2018/9/28,5.7,5.72,5.25,5.48,5.48,32902500
2018/10/2,5.4,5.48,5.14,5.15,5.15,15671500
2018/10/3,5.1,5.26,5.06,5.2,5.2,7951000
2018/10/4,5.18,5.23,5.06,5.15,5.15,6811000
2018/10/5,5.12,5.15,5.05,5.08,5.08,8213500
2018/10/8,5.12,5.2,5,5.1,5.1,14037000
2018/10/9,5.08,5.24,5.08,5.13,5.13,9659124
2018/10/10,5.11,5.2,5.07,5.13,5.13,6804825
2018/10/11,4.94,4.94,4.54,4.67,4.67,18259500
2018/10/12,4.64,4.8,4.48,4.64,4.64,10827500
2018/10/15,4.64,4.72,4.6,4.64,4.64,5600599
2018/10/16,4.72,4.93,4.5,4.74,4.74,29581812
2018/10/18,4.74,4.79,4.65,4.72,4.72,14194488
2018/10/19,4.61,4.74,4.51,4.65,4.65,11535088
2018/10/22,4.61,4.76,4.6,4.65,4.65,9755052
